material,lattice_constant,bulk_modulus,cohesive_energy,A_r_s,A_r_val,A_r_s_1,A_r_val_1,A_Z,A_eps_H,A_eps_L,A_EA,A_IP,A_EN,n_A,n_B,B_r_s,B_r_val,B_r_s_1,B_r_val_1,B_Z,B_eps_H,B_eps_L,B_EA,B_IP,B_EN
PmVO3,3.77091636,1.38410405943,8.72763415999652,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.47915,0.47555,1.40435,0.47775,23,-4.42466996354623,-4.42466996354623,-0.105595059134819,7.21880600052479,3.55660547069498
PmWO3,3.92444835,1.4149016027,8.81293830179784,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.40525,0.79075,1.33475,0.77745,74,-4.46415996322088,-4.46415996322088,-0.408239396770123,8.81585142720564,4.20380601521776
PmZnO3,3.80370129,1.12829145119,6.31480213619798,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.10495,1.10495,1.05065,1.05065,30,-5.9780399507484,-0.698699994243583,1.59776491684157,9.94132284809543,5.7695438824685
PmZrO3,4.09796642,1.08534383835,8.69446738459519,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.66825,0.84555,1.57665,0.82885,40,-3.45485997153626,-3.45485997153626,0.209905868274849,7.1079966614469,3.65895126486087
PrAgO3,4.00485761,1.03653809595,6.1974168100016,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.31705,1.31705,1.24305,1.24305,47,-4.3784899639267,-4.3784899639267,-1.18205659027474,7.87468273510161,3.34631307241344
PrAlO3,3.72258278,1.3316812889,8.28389549819804,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.10775,1.39955,1.05735,1.24815,13,-2.5456999790266,-2.5456999790266,0.341120609189343,5.7268123878179,3.03396649850362
PrBiO3,4.35540904,0.738928954535,6.55186035121733,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,0.98985,1.30035,0.98175,1.24685,83,-4.52188996274526,-4.52188996274526,-1.3873439885512,7.92763603471,3.2701460230794
PrCdO3,4.07798288,0.92438793568,5.96229521320493,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.23185,1.23185,1.17655,1.17655,48,-5.66952995329014,-0.80207999339186,1.4828730877692,9.3171386232756,5.4000058555224
PrCoO3,3.70326146,1.42802453153,7.99653519079875,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.29155,0.35895,1.19155,0.36135,27,-4.41284996364361,-4.41284996364361,-1.07005130118966,7.65850740690399,3.29422805285716
PrCrO3,3.74186084,1.4507240147,8.78563058519867,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.42455,0.43935,1.34675,0.44105,24,-4.42488996354442,-4.42488996354442,-0.503656315849902,7.30853834978004,3.40244101696507
PrCuO3,3.7653694,1.26625077508,7.01658988139534,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.19885,1.19885,1.12835,1.12835,29,-4.5753399623049,-4.5753399623049,-1.23469135982637,8.33297712134612,3.54914288075987
PrFeO3,3.6989428,1.47049924328,8.31699217240239,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.33295,0.38215,1.23965,0.38635,26,-4.40060996374446,-4.40060996374446,-0.997517531789624,7.47176953842758,3.23712600331898
PrGaO3,3.82514455,1.23933367361,7.40565318940062,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.00335,1.33975,0.97045,1.20865,31,-2.42898997998815,-2.42898997998815,0.450211216292945,5.67270237326794,3.06145679478044
PrGeO3,3.87405623,1.02151889511,7.36221911819739,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,0.92235,1.17105,0.90585,1.09295,32,-3.8244499684913,-3.8244499684913,-0.570452135301915,7.44894692860485,3.43924739665147
PrMnO3,3.71347531,1.47800628201,8.57717906019898,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.36815,0.40825,1.30255,0.40875,25,-4.37895996392283,-4.37895996392283,-0.575037685258773,7.39822451904905,3.41159341689514
PrMoO3,3.92683844,1.31744123884,8.92541863100487,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.53775,0.72745,1.46475,0.72195,42,-4.27918996474481,-4.27918996474481,-1.14474589052513,7.00728034230322,2.93126722588905
PrNbO3,3.98990405,1.27299489512,9.03754454739683,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.57595,0.77355,1.52635,0.77375,41,-4.58042996226296,-4.58042996226296,-0.660734894550011,7.16521534098014,3.25224022321507
PrNiO3,3.72673248,1.35689487531,7.58485161379504,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.25315,0.33775,1.14775,0.33945,28,-4.41903996359262,-4.41903996359262,-1.06489142121737,7.8785395951004,3.40682408694151
PrPbO3,4.27075216,0.753343221559,6.48064140182396,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.03965,1.40285,1.02775,1.32055,82,-3.38806997208652,-3.38806997208652,-0.461033296234442,6.57195824598203,3.05546247487379
PrPdO3,3.93995943,1.18553823609,6.75188273239473,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.40755,0.58065,1.27995,0.57415,46,-4.09639996625077,-3.37188997221983,-0.450016896319226,9.06265342535871,4.30631826451974
PrPtO3,3.99325059,1.18983183807,7.06824667841138,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.26865,0.67055,1.20435,0.66465,78,-5.44059995517624,-5.44059995517624,-2.19568358191321,9.35311962291117,3.57871802049898
PrRhO3,3.89335933,1.28292210086,7.45874265760358,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.44625,0.61295,1.32285,0.60445,45,-3.51704997102389,-3.51704997102389,-0.55007349551869,8.37916973092065,3.91454811770098
PrRuO3,3.88000015,1.3561270222,8.08085808420437,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.47565,0.64735,1.36995,0.63885,44,-3.62910997010066,-3.62910997010066,-0.925803392330116,7.67333103681727,3.37376382224358
PrSbO3,4.21349801,0.745092552795,6.7938579978043,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.00325,1.23855,0.98825,1.18075,51,-4.78668996056364,-4.78668996056364,-1.48174758781515,8.33749663130363,3.42787452174424
PrSnO3,4.11373795,0.862470844666,7.02286024780769,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.06585,1.35395,1.04465,1.27905,50,-3.60333997031297,-3.60333997031297,-0.624456994831229,6.87582904338559,3.12568602427718
PrTaO3,3.98775432,1.32960787883,9.0592282016034,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.46495,0.83725,1.37585,0.81235,73,-3.54071997082888,-3.54071997082888,0.286069997746992,7.763254136017,4.024662066882
PrTcO3,3.8932164,1.3885145331,8.58381785959646,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.50655,0.68555,1.40795,0.67865,43,-3.95103996744835,-3.95103996744835,-1.20091209010799,7.17916824087351,2.98912807538276
PrTiO3,3.86807782,1.26130730958,8.84657891980096,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.54605,0.51945,1.46925,0.51995,22,-4.13788996590894,-4.13788996590894,0.416301036565948,7.12072002133592,3.76851052895093
PrVO3,3.78764673,1.38411743516,8.90788484879595,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.47915,0.47555,1.40435,0.47775,23,-4.42466996354623,-4.42466996354623,-0.105595059134819,7.21880600052479,3.55660547069498
PrWO3,3.93553285,1.4154880755,8.96112628960691,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.40525,0.79075,1.33475,0.77745,74,-4.46415996322088,-4.46415996322088,-0.408239396770123,8.81585142720564,4.20380601521776
PrZnO3,3.81829839,1.15857842196,6.59760612680257,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.10495,1.10495,1.05065,1.05065,30,-5.9780399507484,-0.698699994243583,1.59776491684157,9.94132284809543,5.7695438824685
PrZrO3,4.10274417,1.09747850753,8.83337647239678,2.01575,0.36425,1.87985,0.36445,59,-1.94940998393929,-1.94940998393929,1.07785559109095,5.59272365389683,3.33528962249389,3,3,1.66825,0.84555,1.57665,0.82885,40,-3.45485997153626,-3.45485997153626,0.209905868274849,7.1079966614469,3.65895126486087
RbAgO3,4.1115646,0.566327068067,4.06249497739773,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.31705,1.31705,1.24305,1.24305,47,-4.3784899639267,-4.3784899639267,-1.18205659027474,7.87468273510161,3.34631307241344
RbAlO3,3.87160663,0.773130179948,5.69030553052253,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.10775,1.39955,1.05735,1.24815,13,-2.5456999790266,-2.5456999790266,0.341120609189343,5.7268123878179,3.03396649850362
RbBiO3,4.26709938,0.555031764028,5.28072553859965,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,0.98985,1.30035,0.98175,1.24685,83,-4.52188996274526,-4.52188996274526,-1.3873439885512,7.92763603471,3.2701460230794
RbCdO3,4.23115262,0.484897266472,3.85219992079947,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.23185,1.23185,1.17655,1.17655,48,-5.66952995329014,-0.80207999339186,1.4828730877692,9.3171386232756,5.4000058555224
RbCoO3,3.80314284,0.911894508579,5.54344873520167,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.29155,0.35895,1.19155,0.36135,27,-4.41284996364361,-4.41284996364361,-1.07005130118966,7.65850740690399,3.29422805285716
RbCrO3,3.78822829,1.16328550412,6.92740552880059,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.42455,0.43935,1.34675,0.44105,24,-4.42488996354442,-4.42488996354442,-0.503656315849902,7.30853834978004,3.40244101696507
RbCuO3,3.91531815,0.672422664221,4.44865956880094,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.19885,1.19885,1.12835,1.12835,29,-4.5753399623049,-4.5753399623049,-1.23469135982637,8.33297712134612,3.54914288075987
RbFeO3,3.77452908,0.981570779978,6.04785691040015,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.33295,0.38215,1.23965,0.38635,26,-4.40060996374446,-4.40060996374446,-0.997517531789624,7.47176953842758,3.23712600331898
RbGaO3,3.98371566,0.686166007705,4.93671782919992,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.00335,1.33975,0.97045,1.20865,31,-2.42898997998815,-2.42898997998815,0.450211216292945,5.67270237326794,3.06145679478044
RbGeO3,3.89066639,0.818856426901,5.49559457180294,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,0.92235,1.17105,0.90585,1.09295,32,-3.8244499684913,-3.8244499684913,-0.570452135301915,7.44894692860485,3.43924739665147
RbMnO3,3.76733883,1.06285524396,6.5334589448008,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.36815,0.40825,1.30255,0.40875,25,-4.37895996392283,-4.37895996392283,-0.575037685258773,7.39822451904905,3.41159341689514
RbMoO3,3.94925242,1.24978551463,7.68810719900066,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.53775,0.72745,1.46475,0.72195,42,-4.27918996474481,-4.27918996474481,-1.14474589052513,7.00728034230322,2.93126722588905
RbNbO3,4.02577438,1.17269195774,7.91604943420098,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.57595,0.77355,1.52635,0.77375,41,-4.58042996226296,-4.58042996226296,-0.660734894550011,7.16521534098014,3.25224022321507
RbNiO3,3.8449964,0.794327931385,5.02530479459965,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.25315,0.33775,1.14775,0.33945,28,-4.41903996359262,-4.41903996359262,-1.06489142121737,7.8785395951004,3.40682408694151
RbPbO3,4.31770814,0.537173534362,4.9178784326039,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.03965,1.40285,1.02775,1.32055,82,-3.38806997208652,-3.38806997208652,-0.461033296234442,6.57195824598203,3.05546247487379
RbPdO3,4.01218596,0.829874717936,4.64404534619825,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.40755,0.58065,1.27995,0.57415,46,-4.09639996625077,-3.37188997221983,-0.450016896319226,9.06265342535871,4.30631826451974
RbPtO3,4.01282056,0.732690731448,5.25172756419925,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.26865,0.67055,1.20435,0.66465,78,-5.44059995517624,-5.44059995517624,-2.19568358191321,9.35311962291117,3.57871802049898
RbRhO3,3.93410988,0.833864125301,5.55037674579944,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.44625,0.61295,1.32285,0.60445,45,-3.51704997102389,-3.51704997102389,-0.55007349551869,8.37916973092065,3.91454811770098
RbRuO3,3.91325889,1.15453211593,6.42801629960304,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.47565,0.64735,1.36995,0.63885,44,-3.62910997010066,-3.62910997010066,-0.925803392330116,7.67333103681727,3.37376382224358
RbSbO3,4.04033786,0.862949419715,5.67354783940536,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.00325,1.23855,0.98825,1.18075,51,-4.78668996056364,-4.78668996056364,-1.48174758781515,8.33749663130363,3.42787452174424
RbSnO3,4.14122375,0.778219233094,5.46455412440409,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.06585,1.35395,1.04465,1.27905,50,-3.60333997031297,-3.60333997031297,-0.624456994831229,6.87582904338559,3.12568602427718
RbTaO3,4.02269007,1.24255492014,8.0751228251931,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.46495,0.83725,1.37585,0.81235,73,-3.54071997082888,-3.54071997082888,0.286069997746992,7.763254136017,4.024662066882
RbTcO3,3.90694334,1.2512921248,7.19056732360332,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.50655,0.68555,1.40795,0.67865,43,-3.95103996744835,-3.95103996744835,-1.20091209010799,7.17916824087351,2.98912807538276
RbTiO3,3.9650368,0.96020290245,6.99401241880041,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.54605,0.51945,1.46925,0.51995,22,-4.13788996590894,-4.13788996590894,0.416301036565948,7.12072002133592,3.76851052895093
RbVO3,3.84000001,1.14570633817,7.18141554860049,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.47915,0.47555,1.40435,0.47775,23,-4.42466996354623,-4.42466996354623,-0.105595059134819,7.21880600052479,3.55660547069498
RbWO3,3.95608647,1.34437352199,7.89695870338182,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.40525,0.79075,1.33475,0.77745,74,-4.46415996322088,-4.46415996322088,-0.408239396770123,8.81585142720564,4.20380601521776
RbZnO3,3.99208842,0.594466901348,4.06378333420289,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.10495,1.10495,1.05065,1.05065,30,-5.9780399507484,-0.698699994243583,1.59776491684157,9.94132284809543,5.7695438824685
RbZrO3,4.20072689,0.8656674341,7.33928220000234,2.31695,2.31695,0.66755,0.75585,37,-2.15624998223519,-2.15624998223519,-0.318049257376332,4.06430796650305,1.87312935456336,1,5,1.66825,0.84555,1.57665,0.82885,40,-3.45485997153626,-3.45485997153626,0.209905868274849,7.1079966614469,3.65895126486087
ScAgO3,3.94565289,1.02219480509,5.59694523000217,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.31705,1.31705,1.24305,1.24305,47,-4.3784899639267,-4.3784899639267,-1.18205659027474,7.87468273510161,3.34631307241344
ScAlO3,3.60962452,1.34443152964,7.89187636493916,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.10775,1.39955,1.05735,1.24815,13,-2.5456999790266,-2.5456999790266,0.341120609189343,5.7268123878179,3.03396649850362
ScBiO3,4.29421288,0.798979905802,5.95704013559443,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,0.98985,1.30035,0.98175,1.24685,83,-4.52188996274526,-4.52188996274526,-1.3873439885512,7.92763603471,3.2701460230794
ScCdO3,4.02834739,0.909642091143,5.33305980320147,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.23185,1.23185,1.17655,1.17655,48,-5.66952995329014,-0.80207999339186,1.4828730877692,9.3171386232756,5.4000058555224
ScCoO3,3.60842685,1.46481504294,7.49044527418009,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.29155,0.35895,1.19155,0.36135,27,-4.41284996364361,-4.41284996364361,-1.07005130118966,7.65850740690399,3.29422805285716
ScCrO3,3.66172064,1.45956575766,8.28845203277961,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.42455,0.43935,1.34675,0.44105,24,-4.42488996354442,-4.42488996354442,-0.503656315849902,7.30853834978004,3.40244101696507
ScCuO3,3.67097839,1.27744680118,6.48937200487999,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.19885,1.19885,1.12835,1.12835,29,-4.5753399623049,-4.5753399623049,-1.23469135982637,8.33297712134612,3.54914288075987
ScFeO3,3.61726318,1.44730062927,7.78436726246,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.33295,0.38215,1.23965,0.38635,26,-4.40060996374446,-4.40060996374446,-0.997517531789624,7.47176953842758,3.23712600331898
ScGaO3,3.73923291,1.25130492479,6.91723345281935,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.00335,1.33975,0.97045,1.20865,31,-2.42898997998815,-2.42898997998815,0.450211216292945,5.67270237326794,3.06145679478044
ScGeO3,3.75240595,1.16321895454,6.95046147153917,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,0.92235,1.17105,0.90585,1.09295,32,-3.8244499684913,-3.8244499684913,-0.570452135301915,7.44894692860485,3.43924739665147
ScMnO3,3.63416829,1.4860015178,8.05625896915808,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.36815,0.40825,1.30255,0.40875,25,-4.37895996392283,-4.37895996392283,-0.575037685258773,7.39822451904905,3.41159341689514
ScMoO3,3.87494331,1.36942778083,8.39221425760188,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.53775,0.72745,1.46475,0.72195,42,-4.27918996474481,-4.27918996474481,-1.14474589052513,7.00728034230322,2.93126722588905
ScNbO3,3.94635989,1.28025292202,8.50894395640062,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.57595,0.77355,1.52635,0.77375,41,-4.58042996226296,-4.58042996226296,-0.660734894550011,7.16521534098014,3.25224022321507
ScNiO3,3.62837638,1.39749396218,7.11980622748088,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.25315,0.33775,1.14775,0.33945,28,-4.41903996359262,-4.41903996359262,-1.06489142121737,7.8785395951004,3.40682408694151
ScPbO3,4.20883157,0.688079051071,5.90057416160998,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.03965,1.40285,1.02775,1.32055,82,-3.38806997208652,-3.38806997208652,-0.461033296234442,6.57195824598203,3.05546247487379
ScPdO3,3.87667871,1.14449500124,6.18466161240067,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.40755,0.58065,1.27995,0.57415,46,-4.09639996625077,-3.37188997221983,-0.450016896319226,9.06265342535871,4.30631826451974
ScPtO3,3.93321165,1.21673564564,6.49642789020145,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.26865,0.67055,1.20435,0.66465,78,-5.44059995517624,-5.44059995517624,-2.19568358191321,9.35311962291117,3.57871802049898
ScRhO3,3.83059917,1.3089811939,6.89562257019861,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.44625,0.61295,1.32285,0.60445,45,-3.51704997102389,-3.51704997102389,-0.55007349551869,8.37916973092065,3.91454811770098
ScRuO3,3.8266302,1.37265461209,7.49222334700171,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.47565,0.64735,1.36995,0.63885,44,-3.62910997010066,-3.62910997010066,-0.925803392330116,7.67333103681727,3.37376382224358
ScSbO3,4.12427342,0.69643603287,6.2526890144014,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.00325,1.23855,0.98825,1.18075,51,-4.78668996056364,-4.78668996056364,-1.48174758781515,8.33749663130363,3.42787452174424
ScSnO3,4.00933994,1.04011592068,6.54743758180121,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.06585,1.35395,1.04465,1.27905,50,-3.60333997031297,-3.60333997031297,-0.624456994831229,6.87582904338559,3.12568602427718
ScTaO3,3.94711896,1.33461544269,8.55611847039254,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.46495,0.83725,1.37585,0.81235,73,-3.54071997082888,-3.54071997082888,0.286069997746992,7.763254136017,4.024662066882
ScTcO3,3.84235203,1.38227380788,7.99945193080057,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.50655,0.68555,1.40795,0.67865,43,-3.95103996744835,-3.95103996744835,-1.20091209010799,7.17916824087351,2.98912807538276
ScTiO3,3.7954182,1.28386565905,8.35833065568004,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.54605,0.51945,1.46925,0.51995,22,-4.13788996590894,-4.13788996590894,0.416301036565948,7.12072002133592,3.76851052895093
ScVO3,3.71089952,1.40722682319,8.4201444255792,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.47915,0.47555,1.40435,0.47775,23,-4.42466996354623,-4.42466996354623,-0.105595059134819,7.21880600052479,3.55660547069498
ScWO3,3.88974759,1.43459972367,8.45678394318966,1.65245,0.58135,1.54375,0.57345,21,-3.05401997483868,-3.05401997483868,1.06725368120469,6.81817244382291,3.9427130625138,3,3,1.40525,0.79075,1.33475,0.77745,74,-4.46415996322088,-4.46415996322088,-0.408239396770123,8.81585142720564,4.20380601521776
